SMILES,Structure: Image,Substance Identification: Reaxys Registry Number,Links to Reaxys,Data Count,CAS Registry Number,Chemical Name,Linear Structure Formula,Molecular Formula,Molecular Weight,Type of Substance,Type and Modification,InChI Key,Composition: Comp. Name,Composition: Comp. Conc.,Composition: Comp. Attrib.,Field Availability,Number of Reactions,Number of References,LogP,H Bond Donors,H Bond Acceptors,Rotatable Bonds,TPSA,Lipinski Number,Veber Number,Melting Point: Melting Point [C],Solvent (Melting Point),Location,Comment (Melting Point),Crystallizes With,Amount (Melting Point) [mol],References,Links to Reaxys.1,Solubility (MCS): Solubility [g·l-1],Saturation,Temperature_C,Solvent,Ratio of Solvents,Location.1,Comment (Solubility (MCS)),References.1,Links to Reaxys.2,Unnamed: 43,logS
N[C@@H](CC(=O)N1CCN2C(C1)=NN=C2C(F)(F)F)CC1=C(F)C=C(F)C(F)=C1,,9962060,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D9962060&database=RX&origin=ReaxysOutput&ln=,(499 of 2088),486460-32-6,"sitagliptin; 7-[(3R)-3-amino-1-oxo-4-(2,4,5-trifluorophenyl)butyl]-5,6,7,8-tetrahydro-3-(trifluoromethyl)-1,2,4-triazolo[4,3-a]pyrazine; (2R)-4-oxo-4-[3-(trifluoromethyl)-5,6-dihydro[1,2,4]triazolo[4,3-a]pyrazin-7(8H)-yl]-1-(2,4,5-trifluorophenyl)butan-2-amine; (R)-sitagliptin; (R)-3-amino-1-(3-(trifluoromethyl)-5,6-dihydro-[1,2,4]triazolo[4,3-a]pyrazin-7(8H)-yl)-4-(2,4,5-trifluorophenyl)butan-1-one; MK-0431; (3R)-3-amino-1-[3-(trifluoromethyl)-5,6,7,8-tetrahydro-5H-[1,2,4]triazolo[4,3-a]pyrazin-7-yl]-4-(2,4,5-trifluorophenyl)butan-1-one; (R)-4-oxo-4-[3-(trifluoromethyl)-5,6-dihydro[1,2,4]triazolo[4,3-a]pyrazin-7(8H)-yl]-1-(2,4,5-trifluorophenyl)butan-2-amine; (3R)-3-amino-1-[9-(trifluoromethyl)-1,4,7,8-tetrazabicyclo[4.3.0]nona-6,8-dien-4-yl]-4-(2,4,5-trifluorophenyl)butan-1-one; sitagliptin phosphate; januvia; (3R)-3-amino-1-[3-(trifluoromethyl)-5,6,7,8-tetrahydro-1,2,4-triazolo[4,3-a]pyrazin-7-yl]-4-(2,4,5-trifluorophenyl)butan-1-one",C16H15F6N5O,C16H15F6N5O,407318.0,heterocyclic,,MFFMDFFZMYYVKS-SECBINFHSA-N,,,,Identification(2931); Physical Data(210); Spectra(138); Bioactivity(596),361.0,3359,3849.0,1.0,6.0,6.0,77.04,4.0,2.0,118 - 120,,Paragraph 0039; 0040,,,,Patent; ZHEJIANG MEDICINE; US2016/229859; (2016); A1;,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D69566436&database=RX&origin=ReaxysOutput&ln=,,in solution,49.99,water,,,Solubility: 0.6334E-1 molpercent,"Article; Xue, Jie;Zhao, Qi;Du, Shichao;Li, Hongcheng;Xue, Fumin; Journal of Chemical and Engineering Data; vol. 70; 6; (2025); p. 2549 - 2557;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D141153052&database=RX&origin=ReaxysOutput&ln=,,-1.4539562074226942
[Mg].Cl.Cl,,8128169,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D8128169&database=RX&origin=ReaxysOutput&ln=,(500 of 2088),7786-30-3,magnesium chloride; magnesium dichloride; MgCl2; magnesium(II) chloride; dichloromagnesium; manganese chloride,MgCl2,Cl2Mg,95211.0,,,QBMDRPWFLUDHIG-UHFFFAOYSA-N,,,,Identification(58); Physical Data(986); Spectra(52); Bioactivity(606),1661.0,3361,1024.0,0.0,0.0,0.0,0.0,4.0,2.0,715,,,,,,"Article; Kirsh, Y.; Yariv, S.; Shoval, S.; Journal of Thermal Analysis; vol. 32; (1987); p. 393 - 408;; ; Article; Dymova; Mal'tseva; Konoplev; Golovanova; Aleksandrov; Sizareva; Russian Journal of Coordination Chemistry; vol. 29; 6; (2003); p. 385 - 389; (from Gmelin)",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D7841237&database=RX&origin=ReaxysOutput&ln=,,,40.0,water,,,Solubility: 99 mol/1000mol,Article; Balaban; Kuranov; Russian Journal of General Chemistry; vol. 69; 6; (1999); p. 876 - 879; (from Gmelin),https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D6208140&database=RX&origin=ReaxysOutput&ln=,,0.7400009281389626
[Mg].Cl.Cl,,8128169,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D8128169&database=RX&origin=ReaxysOutput&ln=,(500 of 2088),7786-30-3,magnesium chloride; magnesium dichloride; MgCl2; magnesium(II) chloride; dichloromagnesium; manganese chloride,MgCl2,Cl2Mg,95211.0,,,QBMDRPWFLUDHIG-UHFFFAOYSA-N,,,,Identification(58); Physical Data(986); Spectra(52); Bioactivity(606),1661.0,3361,1024.0,0.0,0.0,0.0,0.0,4.0,2.0,714,,,,,,"Article; Jacobsen, Stuart M.; Guedel, Hans U.; Daul, Claude A.; Journal of the American Chemical Society; vol. 110; 23; (1988); p. 7610 - 7616;; ; Article; Kafarov, V. V.; Dorokhov, I. N.; Vetokhin, V. N.; Volkov, L. P.; Doklady Physical Chemistry; vol. 314; (1990); p. 714 - 718; Dokl. Phys. Chem. (Transl. of Dokl. Akad. Nauk.); vol. 314; (1990); p. 400 - 405;; ; Article; Dibirov; Gasanaliev; Magomedov; Russian Journal of Inorganic Chemistry; vol. 42; 8; (1997); p. 1264 - 1265; (from Gmelin)",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D5766735&database=RX&origin=ReaxysOutput&ln=,,,25.0,water,,,Solubility: 36.62 weight-percent,"Article; Balarev, Kh.; Spasov, D.; Russian Journal of Inorganic Chemistry; vol. 25; (1980); p. 1551 - 1556; Russ. J. Inorg. Chem. (Transl. of Zh. Neorg. Khim.); vol. 25; (1980); p. 2814 - 2821; (from Gmelin)",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D8397701&database=RX&origin=ReaxysOutput&ln=,,0.5850312133950035
[Mg].Cl.Cl,,8128169,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D8128169&database=RX&origin=ReaxysOutput&ln=,(500 of 2088),7786-30-3,magnesium chloride; magnesium dichloride; MgCl2; magnesium(II) chloride; dichloromagnesium; manganese chloride,MgCl2,Cl2Mg,95211.0,,,QBMDRPWFLUDHIG-UHFFFAOYSA-N,,,,Identification(58); Physical Data(986); Spectra(52); Bioactivity(606),1661.0,3361,1024.0,0.0,0.0,0.0,0.0,4.0,2.0,709.84,,,,,,"Article; Yifeng, Zhang; Rongjie, Gao; Yuqiu, Huo; Thermochimica Acta; vol. 307; (1997); p. 197 - 200; (from Gmelin)",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D8384920&database=RX&origin=ReaxysOutput&ln=,,,25.0,water,,,Solubility: 35.69 weight-percent,"Article; Oikova, T.; Russian Journal of Inorganic Chemistry; vol. 24; (1979); p. 122 - 124; Russ. J. Inorg. Chem. (Transl. of Zh. Neorg. Khim.); vol. 24; (1979); p. 219 - 222; (from Gmelin)",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D8442845&database=RX&origin=ReaxysOutput&ln=,,0.5738594213849862
[Mg].Cl.Cl,,8128169,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D8128169&database=RX&origin=ReaxysOutput&ln=,(500 of 2088),7786-30-3,magnesium chloride; magnesium dichloride; MgCl2; magnesium(II) chloride; dichloromagnesium; manganese chloride,MgCl2,Cl2Mg,95211.0,,,QBMDRPWFLUDHIG-UHFFFAOYSA-N,,,,Identification(58); Physical Data(986); Spectra(52); Bioactivity(606),1661.0,3361,1024.0,0.0,0.0,0.0,0.0,4.0,2.0,710,,,,,,"Article; Zhang, Yifeng; Gao, Rongjie; Fu, Yan; Thermochimica Acta; vol. 275; 2; (1996); p. 295 - 300; (from Gmelin)",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D8479007&database=RX&origin=ReaxysOutput&ln=,,,30.0,water,,,Solubility: 36.18 weight-percent,"Article; Murzubraimov, B.; Russian Journal of Inorganic Chemistry; vol. 23; (1978); p. 762 - 763; Russ. J. Inorg. Chem. (Transl. of Zh. Neorg. Khim.); vol. 23; (1978); p. 1384 - 1387; (from Gmelin)",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D8440080&database=RX&origin=ReaxysOutput&ln=,,0.5797814359531207
Cl.[Cs],,3534981,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D3534981&database=RX&origin=ReaxysOutput&ln=,(501 of 2088),,cesium chloride; caesium chloride; cesium (I) chloride; CsCl,ClCs,ClCs,168358.0,,,CZUMQSBKJMUQAD-UHFFFAOYSA-N,,,,Identification(19); Physical Data(1095); Spectra(63); Bioactivity(203),4899.0,3350,,0.0,0.0,0.0,0.0,3.0,2.0,650,,,,,,Article; Seifert; Spundflasche; Journal of Thermal Analysis; vol. 39; 8-9; (1993); p. 1039 - 1048; (from Gmelin),https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D7874050&database=RX&origin=ReaxysOutput&ln=,,,25.0,water,,,Solubility: 66.20 weight-percent,"Article; Slivko, T. A.; Stepina, S. B.; Samuseva, M. Yu.; Russian Journal of Inorganic Chemistry; vol. 26; (1981); p. 1070 - 1070; Russ. J. Inorg. Chem. (Transl. of Zh. Neorg. Khim.); vol. 26; (1981); p. 1980 - 1981; (from Gmelin)",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D8561489&database=RX&origin=ReaxysOutput&ln=,,0.5946242315115113
Cl.[Cs],,3534981,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D3534981&database=RX&origin=ReaxysOutput&ln=,(501 of 2088),,cesium chloride; caesium chloride; cesium (I) chloride; CsCl,ClCs,ClCs,168358.0,,,CZUMQSBKJMUQAD-UHFFFAOYSA-N,,,,Identification(19); Physical Data(1095); Spectra(63); Bioactivity(203),4899.0,3350,,0.0,0.0,0.0,0.0,3.0,2.0,640 - 650,,,,,,"Article; Safonov, V. V.; Russian Journal of Inorganic Chemistry; vol. 38; (1993); p. 1909 - 1911; Russ. J. Inorg. Chem. (Transl. of Zh. Neorg. Khim.); vol. 38; (1993); p. 2036 - 2038; (from Gmelin)",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D8556251&database=RX&origin=ReaxysOutput&ln=,,,25.0,water,,,Solubility: 66.80 weight-percent,"Article; Mironenko, A. P.; Stepina, S. B.; Russian Journal of Inorganic Chemistry; vol. 25; (1980); p. 641 - 643; Russ. J. Inorg. Chem. (Transl. of Zh. Neorg. Khim.); vol. 25; (1980); p. 1153 - 1156; (from Gmelin)",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D8543444&database=RX&origin=ReaxysOutput&ln=,,0.5985427045473571
O.[Zn++].[O-]S([O-])(=O)=O,,11330026,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D11330026&database=RX&origin=ReaxysOutput&ln=,(502 of 2088),,zinc(II) sulfate heptahydrate; zinc sulfate heptahydrate; zinc sulphate heptahydrate; ZnSO4.7H2O; zinc(II) sulphate heptahydrate; ZnSO4·7H2O; zinc sulfate; zinc vitriol,Zn(2+)*SO4(2-)*7H2O,7H2O*O4S*Zn,287561.0,,,RNZCSKGULNFAMC-UHFFFAOYSA-L,,,,Identification(1864); Physical Data(96); Spectra(32); Bioactivity(244),1744.0,3309,-2231.0,1.0,5.0,0.0,88.64,4.0,2.0,104 - 105,,,,,,"Article; Zhang, Jie; Zhou, Xiao-Hua; Zhou, Zhen; Su, Yu; Zuo, Rui-Ya; Wang, Dan; Tan, Shi-Yu; Asian Journal of Chemistry; vol. 25; 8; (2013); p. 4461 - 4466;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D35500338&database=RX&origin=ReaxysOutput&ln=,,,25.0,water,,,Solubility: 3.562 mol/kg solvent,Article; Proskurina; Mal'tseva; Rumyantsev; Puchkov; Russian Journal of Physical Chemistry; vol. 75; 3; (2001); p. 343 - 348; (from Gmelin),https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D6273911&database=RX&origin=ReaxysOutput&ln=,,0.5516939151272248
CC(C)\N=C1/C=C2N(C3=CC=C(Cl)C=C3)C3=C(C=CC=C3)N=C2C=C1NC1=CC=C(Cl)C=C1,,60420,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D60420&database=RX&origin=ReaxysOutput&ln=,(503 of 2088),2030-63-9,"clofazimine; clofozine; CFZ; 10-(p-chlorophenyl)-2,10-dihydro-3-(p-chlorophenylamino)-2-isopropyliminophenazine; CLO",C27H22Cl2N4,C27H22Cl2N4,473404.0,heterocyclic,,WDQPAMHFFCXSNU-BGABXYSRSA-N,,,,Identification(3169); Physical Data(36); Spectra(9); Bioactivity(340),12.0,3274,7132.0,1.0,4.0,4.0,39.99,3.0,2.0,210 - 212,,,,,,Article; Du Preez; Aucamp; Burger; Gerber; Viljoen; Van Zyl; Du Plessis; Pharmazie; vol. 73; 3; (2018); p. 139 - 142;,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D73404168&database=RX&origin=ReaxysOutput&ln=,"0,00005",in pure solvent,37.0,water,,,,Article; Du Preez; Aucamp; Burger; Gerber; Viljoen; Van Zyl; Du Plessis; Pharmazie; vol. 73; 3; (2018); p. 139 - 142;,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D73404168&database=RX&origin=ReaxysOutput&ln=,,-6.976261918818913
CC(CO)(CO)CO,,1304452,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D1304452&database=RX&origin=ReaxysOutput&ln=,(505 of 2088),77-85-0,"1,1,1-Tris(hydroxymethyl)ethane; 2-(hydroxymethyl)-2-methylpropane-1,3-diol; trimethylolethane; tris(hydroxymethyl)ethane; 1,1,1-trimethylolethane; TME; 1,1,1-tri(hydroxymethyl)ethane",(OHCH2)3CCH3,C5H12O3,120148.0,acyclic,,QXJQHYBHAIHNGG-UHFFFAOYSA-N,,,,Identification(2777); Physical Data(71); Spectra(17); Bioactivity(165),1325.0,3266,-1.29,3.0,3.0,3.0,60.69,4.0,2.0,193 - 202,,Paragraph 0081,,,,Patent; HUBEI TAIYUAN NEW MAT TECH; CN106278817; (2017); A;,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D71290915&database=RX&origin=ReaxysOutput&ln=,100,,25.0,water,,Paragraph 0094,,Patent; MITSUBISHI GAS CHEMICAL INC; US2021/188864; (2021); A1;,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D92474232&database=RX&origin=ReaxysOutput&ln=,,-0.079716545874891
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=C(O)C2=C(OC3=C(C=C(O)C(O)=C3)C2=O)C=C1O,,65853,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D65853&database=RX&origin=ReaxysOutput&ln=,(506 of 2088),4773-96-0,"mangiferin; 1,3,6,7-tetrahydroxyxanthone-C-2-β-D-glucoside; 2-β-D-glucopyranosyl-1,3,6,7-tetrahydroxy-9H-xanthen-9-one; magniferin; 2-β-D-glucopyranosyl-1,3,6,7-tetrahydroxyxanthone; C2-β-D-glucopyranosyl-1,3,6,7-tetrahydroxyxanthone; 1,3,6,7-tetrahydroxyxanthone-2-C-glucoside; mangiferine",C19H18O11,C19H18O11,422345.0,heterocyclic,,AEDDIBAIWPIIBD-ZJKJAXBQSA-N,,,,Identification(2919); Physical Data(94); Spectra(259); Bioactivity(574),137.0,3237,-228.0,8.0,6.0,2.0,197.37,3.0,1.0,276 - 280,,,,,,"Article; Kumar, Niraj;Tripathi, Nancy;Kumar, Sanjeev;Kushwaha, Manoj;Banerjee, Chiranjib;Dey, Swapan; Journal of Biomolecular Structure and Dynamics; vol. 42; 19; (2024); p. 9939 - 9948;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D127796655&database=RX&origin=ReaxysOutput&ln=,146,in solution,37.0,water,,,,"Article; Liu, Mengran;Liu, Yankun;Ge, Yunlong;Zhong, Zhaoliang;Wang, Zijian;Wu, Tong;Zhao, Xiuhua;Zu, Yuangang; Pharmaceutics; vol. 12; 2; (2020);",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D78941004&database=RX&origin=ReaxysOutput&ln=,,-3.4613145012987747
CC1=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC=C1,,249133,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D249133&database=RX&origin=ReaxysOutput&ln=,(507 of 2088),127-79-7,sulfamerazina; sulfamerazine; 4-amino-N-(4-methylpyrimidin-2-yl)benzenesulfonamide; sulphamerazine; SMR; 4-amino-N-(4-methyl-2-pyrimidinyl) benzenesulfonamide; 2-sulfanilamido-4-methylpyrimidine; Sulfamerazin; SMZ,(NH2C6H4SO2NHC4N2H2CH3),C11H12N4O2S,264308.0,heterocyclic,,QPPBRPIAZZHUNT-UHFFFAOYSA-N,,,,Identification(2903); Physical Data(263); Spectra(86); Bioactivity(259),307.0,3234,648.0,2.0,6.0,3.0,106.35,4.0,2.0,509.2,acetonitrile; ethanol,,,,,"Article; Ortiz, Claudia Patricia;Caviedes-Rubio, Diego Ivan;Martinez, Fleming;Delgado, Daniel Ricardo; Molecules; vol. 29; 22; (2024);",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D138161806&database=RX&origin=ReaxysOutput&ln=,0.26,in solution,25.0,water,,,,"Article; Zoppi, Ariana; Quevedo, Mario A.; Delrivo, Alicia; Longhi, Marcela R.; Journal of Pharmaceutical Sciences; vol. 99; 7; (2010); p. 3166 - 3176;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D9004031&database=RX&origin=ReaxysOutput&ln=,,-3.007136960462725
COC1=CC(C=CC(O)=O)=CC=C1O,,1371483,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D1371483&database=RX&origin=ReaxysOutput&ln=,(508 of 2088),1135-24-6,3-(4-hydroxy-3-methoxyphenyl)acrylic acid; Ferulic acid; 4-hydroxy-3-methoxycinnamic acid; trans-ferulic acid; 3-(4-hydroxy-3-methoxyphenyl)prop-2-enoic acid; 3-(4-hydroxy-3-methoxyphenyl)-2-propenoic acid; ferrulic acid,C9H8O3OCH2,C10H10O4,194187.0,isocyclic,,KSEBMYQBYZTDHS-UHFFFAOYSA-N,,,,Identification(738); Physical Data(282); Spectra(520); Bioactivity(1386),1742.0,3233,1.15,2.0,2.0,3.0,66.76,4.0,2.0,167 - 169,,,,,,"Article; Hasan, M.D. Kamrul;Hossain, M.D. Shakhawoat;Shoeb, Mohammad;Nahar, Nilufar;Mamun, M.D. Iqbal Rouf;Rokeya, Begum; Asian Journal of Chemistry; vol. 37; 7; (2025); p. 1753 - 1760;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D142860123&database=RX&origin=ReaxysOutput&ln=,0.33206,,25.0,water,,,,"Article; Kfoury, Miriana; Lounès-Hadj Sahraoui, Anissa; Bourdon, Natacha; Laruelle, Frédéric; Fontaine, Joël; Auezova, Lizette; Greige-Gerges, Hélène; Fourmentin, Sophie; Food Chemistry; vol. 196; (2016); p. 518 - 525;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D67218923&database=RX&origin=ReaxysOutput&ln=,,-2.7670035887954465
COC1=CC(C=CC(O)=O)=CC=C1O,,1371483,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D1371483&database=RX&origin=ReaxysOutput&ln=,(508 of 2088),1135-24-6,3-(4-hydroxy-3-methoxyphenyl)acrylic acid; Ferulic acid; 4-hydroxy-3-methoxycinnamic acid; trans-ferulic acid; 3-(4-hydroxy-3-methoxyphenyl)prop-2-enoic acid; 3-(4-hydroxy-3-methoxyphenyl)-2-propenoic acid; ferrulic acid,C9H8O3OCH2,C10H10O4,194187.0,isocyclic,,KSEBMYQBYZTDHS-UHFFFAOYSA-N,,,,Identification(738); Physical Data(282); Spectra(520); Bioactivity(1386),1742.0,3233,1.15,2.0,2.0,3.0,66.76,4.0,2.0,170 - 180,,supporting information,,,,"Article; Mankoo, Ramandeep Kaur;Kaur, Jasleen;Chahal, Gagandeep Kaur; Natural Product Research; vol. 38; 11; (2024); p. 1844 - 1849;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D126488706&database=RX&origin=ReaxysOutput&ln=,0.09,,25.0,water,,,,"Article; Harwansh, Ranjit K.; Mukherjee, Pulok K.; Bahadur, Shiv; Biswas, Rajarshi; Life Sciences; vol. 141; (2015); p. 202 - 211;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D67317721&database=RX&origin=ReaxysOutput&ln=,,-3.3339776429233785
BrC(Br)Br,,1731048,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D1731048&database=RX&origin=ReaxysOutput&ln=,(509 of 2088),75-25-2,Bromoform; tribromomethane,CBr3H,CHBr3,252731.0,acyclic,,DIKBFYAXUHHXCS-UHFFFAOYSA-N,,,,Identification(198); Physical Data(732); Spectra(172); Bioactivity(200),4104.0,3225,3088.0,0.0,0.0,0.0,0.0,4.0,2.0,7 - 9,,,,,,"Article; Kolodyazhnyi, O. I.; Journal of general chemistry of the USSR; vol. 51; (1981); p. 2125 - 2137; Zhurnal Obshchei Khimii; vol. 51; 11; (1981); p. 2466 - 2480;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D5741866&database=RX&origin=ReaxysOutput&ln=,3.19,,30.0,water,,,,"Article; Guo, Rui;Bharadwaj, Lalita;Wilson, Lee D.; Molecules; vol. 26; 5; (2021);",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D88258862&database=RX&origin=ReaxysOutput&ln=,,-1.8988678327179416
CCCCCCCCCCCC,,1697175,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D1697175&database=RX&origin=ReaxysOutput&ln=,(510 of 2088),112-40-3,dodecane; n-dodecane,CH3(CH2)10CH3,C12H26,170338.0,acyclic,,SNRUBQQJIBEYMU-UHFFFAOYSA-N,,,,Identification(1097); Physical Data(1836); Spectra(164); Bioactivity(200),522.0,3211,7168.0,0.0,0.0,9.0,0.0,3.0,2.0,-9.6,,Page/Page column 16,,,,Patent; 3M INNOVATIVE PROPERTIES; WO2020/128964; (2020); A2;,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D80241653&database=RX&origin=ReaxysOutput&ln=,,,25.0,water,,Paragraph 0036,Solubility: 0.00089 weight percent,Patent; SYNGENTA; US2014/249328; (2014); A1;,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D64120117&database=RX&origin=ReaxysOutput&ln=,,-4.281921537086104
[H][C@](C)(CC)[C@]([H])(N)C(O)=O,,1721792,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D1721792&database=RX&origin=ReaxysOutput&ln=,(511 of 2088),73-32-5,"L-isoleucine; isoleucine; Ile; L-Ile; I; (2S,3S)-2-amino-3-methylpentanoic acid; H-Ile-OH",H2NCH(CH(CH3)CH2CH3)COOH,C6H13NO2,131175.0,acyclic,,AGPKZVBTJJNPAG-WHFBIAKZSA-N,,,,Identification(1148); Physical Data(427); Spectra(325); Bioactivity(513),3076.0,3158,-1.6,2.0,3.0,3.0,63.32,4.0,2.0,,,,,,,,,,in pure solvent,29.99,water,,,Solubility: 0.3176 mol/kg,"Article; Chakraborty, Jit;Mahali, Kalachand;Henaish;Ahmed, Jahangeer;Alshehri, Saad M.;Roy, Sanjay; Biophysical Chemistry; vol. 309; (2024);",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D133320974&database=RX&origin=ReaxysOutput&ln=,,-0.4981195062449414
[H][C@](C)(CC)[C@]([H])(N)C(O)=O,,1721792,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D1721792&database=RX&origin=ReaxysOutput&ln=,(511 of 2088),73-32-5,"L-isoleucine; isoleucine; Ile; L-Ile; I; (2S,3S)-2-amino-3-methylpentanoic acid; H-Ile-OH",H2NCH(CH(CH3)CH2CH3)COOH,C6H13NO2,131175.0,acyclic,,AGPKZVBTJJNPAG-WHFBIAKZSA-N,,,,Identification(1148); Physical Data(427); Spectra(325); Bioactivity(513),3076.0,3158,-1.6,2.0,3.0,3.0,63.32,4.0,2.0,,,,,,,,,,in pure solvent,34.99,water,,,Solubility: 0.3262 mol/kg,"Article; Chakraborty, Jit;Mahali, Kalachand;Henaish;Ahmed, Jahangeer;Alshehri, Saad M.;Roy, Sanjay; Biophysical Chemistry; vol. 309; (2024);",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D133320974&database=RX&origin=ReaxysOutput&ln=,,-0.486516043295743
